id,question,route_type,gold_manual,product_or_policy,intent_type,image_need,teacher_image_ids,image_prefixes,inference_source,confidence,retrieval_strategy,image_strategy,teacher_answer
133,"""为了让健身追踪器性能更佳，日常佩戴和运动时该将其佩戴在什么位置？""",manual_qa,Manual16,健身追踪器 / Fitness Tracker,operation,yes_teacher,"Manual16_4, Manual16_5",Manual16,teacher_image_manual,high,锁定 Manual16；检索 operation 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""日常佩戴与运动佩戴位置 不运动时，将健身追踪器佩戴在腕骨上方一指宽的位置。 一般来说，长时间佩戴后，定期取下手表休息约一小时始终很重要。我们建议洗澡时取下手表。虽然你可以戴着手表洗澡，但取下可减少接触肥皂、洗发水和护发素的可能性，这些物品可能会对手表造成长期损坏，并可能引起皮肤刺激。 <PIC> 为优化运动时的心率监测： · 运动时，可将表带向上移动以获得更贴合的佩戴效果。如感到不适，请松开表带；若不适持续，请取下手表让手腕休息。 <PIC> · 将手表戴在手腕正面，确保设备背面与皮肤接触。"", [""Manual16_4"", ""Manual16_5""]"
134,"""我的健身追踪器表带太紧了，该如何扣紧表带？""",manual_qa,Manual16,健身追踪器 / Fitness Tracker,installation,yes_teacher,"Manual16_6, Manual16_7, Manual16_8",Manual16,teacher_image_manual,high,锁定 Manual16；检索 installation 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""扣紧表带 1. 将健身追踪器戴在手腕上。 2. 将底部表带穿入顶部表带的第一个环扣。 <PIC> 3. 收紧表带至舒适贴合，将表扣钉按入表带上的其中一个孔。如果使用小号表带的最后两个孔，我们建议更换为大号表带以获得更稳固的佩戴效果。 操作说明请参阅下一页“更换表带”。 <PIC> 4. 将表带的松散端穿入第二个环扣，使其平整贴在手腕上。确保表带不要过紧。佩戴时应留有空隙，可在手腕上轻微移动。 <PIC>"", [""Manual16_6"", ""Manual16_7"", ""Manual16_8""]"
135,"""我想取下健身追踪器，该如何正确拆卸表带？""",manual_qa,Manual16,健身追踪器 / Fitness Tracker,installation,yes_teacher,"Manual16_9, Manual16_10, Manual16_11",Manual16,teacher_image_manual,high,锁定 Manual16；检索 installation 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""拆卸表带 1. 将健身追踪器翻面，找到表带卡扣。 <PIC> 2. 松开卡扣，将扁平按钮向表带方向滑动。 3. 轻轻将表带从手表上拔下松开。 <PIC> 4. 另一侧重复操作。 安装表带时，将其按入手表末端，直至听到咔嗒声并卡紧到位。带环扣和表扣钉的表带安装在手表顶部。 <PIC>"", [""Manual16_9"", ""Manual16_10"", ""Manual16_11""]"
136,"""我听说可以操作健身追踪器的界面，具体该遵循哪些步骤？""",manual_qa,Manual16,健身追踪器 / Fitness Tracker,indicator_light,yes_teacher,Manual16_12,Manual16,teacher_image_manual,high,锁定 Manual16；检索 indicator_light 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""操作健身追踪器 健身追踪器配备彩色AMOLED触摸屏和1个按钮。 通过轻点屏幕、左右上下滑动或按下按钮操作健身追踪器。为节省电量，不使用时手表屏幕会熄灭，除非你开启常亮显示设置。如需更多信息，请参阅第23页“调整常亮显示”。
基础操作 主屏幕为时钟界面。 · 向下滑动查看快捷设置 · 向上滑动查看通知。 · 左右滑动查看功能卡片。 <PIC> · 按下按钮打开应用菜单或返回时钟界面。 · 长按时钟界面可切换已保存的表盘。"", [""Manual16_12""]"
137,"""健身追踪器能对手机的通知实现哪些功能？""",manual_qa,Manual16,健身追踪器 / Fitness Tracker,indicator_light,yes_teacher,"Manual16_28, Manual16_29, Manual16_30",Manual16,teacher_image_manual,high,锁定 Manual16；检索 indicator_light 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""手机通知 健身追踪器可显示手机的来电、短信、日历和应用通知，让你随时掌握信息。保持手表与手机距离在30英尺以内即可接收通知。 设置通知 确认手机蓝牙已开启，且手机可接收通知（通常在设置 , 通知下）。然后设置通知： 1. 在健身追踪器应用的今日页面，点击左上角图标 > 健身追踪器卡片。 2. 点击通知。 3. 如尚未配对手表，按照屏幕上的说明完成配对。来电、短信和日历通知会自动开启。 4. 如需开启手机上已安装应用（包括健身追踪器和WhatsApp）的通知，请点击应用通知，开启你希望在手表上查看的通知。 注意：如果你使用iPhone，健身追踪器会显示同步到日历应用的所有日历通知。如果你使用安卓手机，健身追踪器会显示设置时选择的日历应用的通知。 如需更多信息，请参阅相关帮助文章。 查看 incoming通知 收到通知时手表会震动。如通知到达时未查看，可稍后在时钟界面向上滑动，或双击按钮并点击通知图标查看。 <PIC> 管理通知 健身追踪器最多可存储30条通知，超出后新通知会替换最早的通知。 管理通知： · 在时钟界面向上滑动查看通知，点击任意通知展开。 · 删除单条通知：点击展开，滑动至底部并点击清除。 · 一次性删除所有通知：向上滑动至通知底部，点击全部清除。 · 退出通知界面：按下按钮或向下滑动。 关闭通知 在健身追踪器应用中关闭特定通知，或在健身追踪器的快捷设置中关闭所有通知。关闭所有通知后，手机收到通知时手表不会震动且屏幕不会点亮。 关闭特定通知： 1. 在手机健身追踪器应用的今日页面，点击左上角图标 , 健身追踪器卡片 , 通知。 2. 关闭你不希望再在手表上接收的通知。 关闭所有通知： 1. 在时钟界面向下滑动进入快捷设置。 2. 点击勿扰图标。所有通知（包括目标庆祝和提醒）都会关闭。 <PIC> 注意：如手机开启了勿扰设置，关闭该设置前手表不会接收通知。 接听或拒接来电 与iPhone或安卓手机配对后，健身追踪器可让你接听或拒接来电。 接听来电：点击手表屏幕上的绿色电话图标。拒接来电：点击红色电话图标转语音信箱。 来电者在联系人列表中会显示姓名，否则显示电话号码。 <PIC>"", [""Manual16_28"", ""Manual16_29"", ""Manual16_30""]"
138,"""能告诉我健身追踪器是如何追踪皮肤温度变化的吗？""",manual_qa,Manual16,健身追踪器 / Fitness Tracker,safety,yes_teacher,"Manual16_35, Manual16_36",Manual16,teacher_image_manual,high,锁定 Manual16；检索 safety 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""追踪皮肤温度变化 健身追踪器每晚记录你的皮肤温度，显示与个人基准的差异，帮你识别身体变化。了解夜间皮肤温度变化有助掌握身体状况、发现趋势。 查看夜间睡眠皮肤温度变化：打开手机上的健身追踪器应用。在今日页面，点击温度卡片。 <PIC> 昨晚比基准低-0.2°F 你会看到皮肤温度变化图表，以及你手动记录的任何核心温度读数。 <PIC> 注意：必须佩戴健身追踪器睡觉3晚才能看到个人皮肤温度基准。 如需更多信息，请参阅相关帮助文章。请注意：此功能并非在所有地区都可用。"", [""Manual16_35"", ""Manual16_36""]"
139,"""通过运动应用，健身追踪器是如何追踪并分析我的运动情况的？""",manual_qa,Manual16,健身追踪器 / Fitness Tracker,safety,no_or_optional,,,product_keyword,medium,锁定 Manual16；优先检索 safety 章节；不强制配图,不带图或仅在证据强相关时带图,"""通过运动应用追踪和分析运动 在健身追踪器上通过运动应用追踪特定运动，查看实时数据，包括心率、消耗卡路里、耗时和手腕上的运动后摘要。查看完整运动数据，如使用GPS还可查看运动强度地图，请点击健身追踪器应用中的运动卡片。 追踪运动： 1. 在健身追踪器上，打开运动应用并滑动找到运动类型。最近使用的运动显示在顶部。点击其他运动查看完整列表。你还可以让Alexa打开运动应用或开始追踪运动。 如需更多信息，请参阅第30页“与语音助手交互”。 2. 点击选择运动。如运动使用GPS，可等待信号连接，或开始运动，GPS会在信号可用时自动连接。注意：GPS连接可能需要几分钟。 3. 点击播放图标开始运动，或向上滑动选择运动目标或调整设置。有关设置的更多信息，请参阅对页“自定义运动设置”。 4. 点击或滑动大数值数据滚动查看实时数据。暂停运动：按下按钮或向上滑动点击暂停图标。再次按下按钮或点击继续图标恢复运动。 5. 运动结束后，向上滑动点击结束。显示运动摘要。 6. 点击继续恢复运动，点击新运动开始新运动，或点击完成关闭摘要界面。"""
140,"""健身追踪器是如何测量我的心率的？""",manual_qa,Manual16,健身追踪器 / Fitness Tracker,setting_configuration,yes_teacher,Manual16_44,Manual16,teacher_image_manual,high,锁定 Manual16；检索 setting_configuration 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""查看心率 健身追踪器使用心率储备（最大心率与静息心率之差）个性化设置你的心率区间。运动时在手表上查看心率和心率区间，帮你达成目标训练强度。进入心率区间时，健身追踪器会提醒你。 <PIC> 自定义心率区间 你可以不使用这些心率区间，而是在健身追踪器应用中创建自定义区间，针对特定心率范围。 如需更多信息，请参阅相关帮助文章。"", [""Manual16_44""]"
141,"""我该如何仅使用健身追踪器完成消费支付？""",manual_qa,Manual16,健身追踪器 / Fitness Tracker,indicator_light,yes_teacher,"Manual16_46, Manual16_47",Manual16,teacher_image_manual,high,锁定 Manual16；检索 indicator_light 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""进行消费 使用健身追踪器设备在任何支持非接触式支付的商店消费。确认商店是否支持非接触式支付，请查看支付终端上的以下标志： <PIC> 澳大利亚以外的所有用户： 1. 打开手表上的钱包或健身追踪器支付应用。注意：可通过双击手表上的按钮快速访问支付应用。 2. 如提示，输入4位手表PIN码。屏幕显示默认卡。 <PIC> 3. 使用默认卡支付：将手腕靠近支付终端。使用其他卡支付：滑动找到要使用的卡，然后将手腕靠近支付终端。 澳大利亚用户： 1. 如持有澳大利亚银行的信用卡或借记卡，将手表靠近支付终端支付。如卡来自澳大利亚以外的银行，或希望使用非默认卡支付，请完成上述部分步骤1-3。 2. 如提示，输入4位手表PIN码。 3. 如消费金额超过100澳元，请按照支付终端上的说明操作。提示输入PIN码时，输入卡片的PIN码（非手表PIN码）。 支付成功时，手表震动并在屏幕上显示确认信息。 如支付终端未识别健身追踪器设备，请确保表盘靠近读取器，并告知收银员你使用非接触式支付。 为增加安全性，使用非接触式支付时必须将健身追踪器戴在手腕上。 如需更多信息，请参阅相关帮助文章。"", [""Manual16_46"", ""Manual16_47""]"
142,"""使用健身追踪器时，我可能会遇到哪些问题以及该如何解决？""",manual_qa,Manual16,健身追踪器 / Fitness Tracker,troubleshooting,yes_teacher,"Manual16_48, Manual16_49, Manual16_50",Manual16,teacher_image_manual,high,锁定 Manual16；检索 troubleshooting 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""故障排除 如健身追踪器运行异常，请参阅以下故障排除步骤。 心率信号丢失 健身追踪器在运动和全天持续追踪你的心率。如手表上的心率传感器难以检测信号，会显示虚线。 <PIC> 如手表未检测到心率信号，请确保佩戴正确：可在手腕上上下移动手表，或收紧/松开表带。健身追踪器应与皮肤接触。保持手臂静止伸直片刻后，应能再次看到心率。 如需更多信息，请参阅相关帮助文章。 GPS信号丢失 环境因素（包括高楼、茂密森林、陡峭山坡和厚云层）可能干扰手表连接GPS卫星的能力。运动期间手表搜索GPS信号时，屏幕顶部会显示旋转的GPS图标。 <PIC> 为获得最佳效果，开始运动前等待健身追踪器找到信号。 如运动期间健身追踪器丢失GPS信号，GPS图标会显示红色。手表会尝试重新连接。 <PIC> 如需更多信息，请参阅相关帮助文章。 其他问题 如遇到以下任何问题，请重启手表： · 无法同步 · 无法响应轻点、滑动或按钮操作 · 无法追踪步数或其他数据 · 无法显示通知 操作说明请参阅第66页“重启Sense 2”。"", [""Manual16_48"", ""Manual16_49"", ""Manual16_50""]"
144,"""我想给健身追踪器设置锁屏，该如何实现？""",manual_qa,Manual16,健身追踪器 / Fitness Tracker,safety,no_or_optional,,,product_keyword,medium,锁定 Manual16；优先检索 safety 章节；不强制配图,不带图或仅在证据强相关时带图,"""设置设备锁 为保障手表安全，在健身追踪器应用中开启设备锁，解锁手表时需输入个人4位PIN码。如果你在手表上设置了非接触式支付，设备锁会自动开启，且必须设置密码。如不使用非接触式支付，设备锁为可选设置。 在健身追踪器应用中开启设备锁或重置PIN码： 在健身追踪器应用的今日页面，点击左上角图标 > 健身追踪器卡片 , 设备锁。 如需更多信息，请参阅相关帮助文章。"""
145,"""使用冰箱冰柜时需要注意什么？只需告诉我手册中的前五条。""",manual_qa,Manual17,冰箱 / Refrigerator,safety,yes_teacher,"Manual17_11, Manual17_12, Manual17_13, Manual17_14",Manual17,teacher_image_manual,high,锁定 Manual17；检索 safety 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""使用冰箱冰柜时，手册前五条注意事项为：1. 请勿在冰箱顶部放置重物或装液体的物品，避免开关门时坠落、泄漏导致受伤或触电。<PIC> 2. 请勿倚靠或悬挂在冰箱门体及搁架上，避免门体/搁架损坏或冰箱倾倒；儿童靠近冰箱时需看管。<PIC> 3. 防止儿童进入产品内部，避免危及生命。<PIC> 4. 开关冰箱门时务必小心，避免夹伤或碰伤周围人员。<PIC> 5. 清洁、维修或更换内部灯泡等操作前，应先采取断电等安全措施。"", [""Manual17_11"", ""Manual17_12"", ""Manual17_13"", ""Manual17_14""]"
146,"""给冰箱连接电源时，需要做到哪些注意事项？只需告诉我手册中的前五条。""",manual_qa,Manual17,冰箱 / Refrigerator,safety,yes_teacher,"Manual17_0, Manual17_1, Manual17_2, Manual17_3",Manual17,teacher_image_manual,high,锁定 Manual17；检索 safety 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""连接电源时，手册前五条注意事项为：1. 使用专用插座，避免多个设备共用插座导致火灾或跳闸。<PIC> 2. 请勿让电源插头朝上或被挤压在冰箱冰柜背面，避免线缆损坏、插头松脱或引发火灾。<PIC> 3. 安装过程中拔下插头后推入冰箱时，注意防止电源线被挤压或弯折。 4. 请勿让重物挤压或弯折电源线，避免损坏电源线导致火灾或触电。<PIC> 5. 请勿延长或改装电源插头长度，避免火灾或触电。<PIC>"", [""Manual17_0"", ""Manual17_1"", ""Manual17_2"", ""Manual17_3""]"
153,"""考虑到燃油高度易燃且有毒，使用发电机时我需要注意什么？""",manual_qa,Manual18,发电机 / Generator,safety,yes_teacher,"generator_20, generator_21, generator_03",generator,teacher_image_alias,high,锁定 Manual18；检索 safety 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""燃油高度易燃且有毒 加油时务必关闭发动机。 <PIC>加油时严禁吸烟或靠近明火。 <PIC>加油时注意不要将燃油洒在发动机或消音器上。如不慎吞入燃油、吸入燃油蒸汽或燃油入眼，请立即就医。如燃油溅到皮肤或衣物上，请立即用肥皂水清洗并更换衣物。操作或运输发电机时，请务必保持机身直立。如发生倾斜，燃油可能从化油器或油箱泄漏。运输发电机时，请务必拧紧油箱盖通气旋钮。 <PIC> AE01019"", [""generator_20"", ""generator_21"", ""generator_03""]"
154,"""发电机工作后，发动机和消音器可能会发烫，这种情况下我该如何保证自身安全？""",manual_qa,Manual18,发电机 / Generator,safety,yes_teacher,"generator_04, Manual18_8, Manual18_9, Manual18_10, Manual18_11","generator, Manual18",teacher_image_manual,high,锁定 Manual18；检索 safety 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""发动机及消音器可能高温发烫 请将发电机放置在行人或儿童不易触碰的地方。 <PIC>运行时避免在排气口附近放置任何易燃物品。 <PIC> 请将发电机与建筑物或其他设备保持至少1米（3英尺）距离，否则发动机可能过热。 <PIC> 避免在防尘罩覆盖下运行发动机。 <PIC> 务必仅通过提手搬运发电机。 ① 提手 <PIC> AE01020"", [""generator_04"", ""Manual18_8"", ""Manual18_9"", ""Manual18_10"", ""Manual18_11""]"
155,"""日常使用中，如何防止发电机触电事故的发生？""",manual_qa,Manual18,发电机 / Generator,safety,yes_teacher,"Manual18_12, Manual18_13, Manual18_14, Manual18_15",Manual18,teacher_image_manual,high,锁定 Manual18；检索 safety 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""防止触电 切勿在雨雪中运行发动机。 <PIC>切勿湿手触碰发电机，否则会触电。 <PIC>务必对发电机进行接地。 注：使用足够载流量的接地导线。 <PIC> ① 导线直径 <PIC> AE00088"", [""Manual18_12"", ""Manual18_13"", ""Manual18_14"", ""Manual18_15""]"
156,"""需要通过发电机的燃油开关旋钮供油时，我该遵循哪些步骤？""",manual_qa,Manual18,发电机 / Generator,troubleshooting,yes_teacher,"Manual18_19, Manual18_20",Manual18,teacher_image_manual,high,锁定 Manual18；检索 troubleshooting 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""燃油开关旋钮 燃油开关旋钮用于将燃油从油箱输送至化油器。 <PIC> 取下盖板①，内部可见燃油开关拨杆。若燃油开关旋钮无法转动，可使用该拨杆供油。 <PIC>"", [""Manual18_19"", ""Manual18_20""]"
157,"""使用发电机时，燃油的使用前检查十分重要，该如何操作？""",manual_qa,Manual18,发电机 / Generator,safety,yes_teacher,"generator_12, generator_13, generator_14",generator,teacher_image_alias,high,锁定 Manual18；检索 safety 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""燃油 确认油箱内燃油充足。 推荐燃油：无铅汽油 油箱容量：总计2.5升（0.55英制加仑，0.66美制加仑） <PIC> 本发电机发动机设计使用泵法辛烷值((R+M)/2)86及以上或研究法辛烷值91及以上的普通无铅汽油。 <PIC>
警告 燃油高度易燃且有毒。加油前请仔细阅读第4页“安全信息”。切勿加注至燃油滤清器顶部以上，否则燃油受热膨胀后可能溢出。立即擦拭溢出的燃油。加油后务必拧紧油箱盖。 <PIC> AE00222"", [""generator_12"", ""generator_13"", ""generator_14""]"
158,"""启动发电机发动机的前两个步骤是什么？""",manual_qa,Manual18,发电机 / Generator,installation,yes_teacher,"Manual18_25, Manual18_26, Manual18_27",Manual18,teacher_image_manual,high,锁定 Manual18；检索 installation 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""启动发电机发动机前，请先确认不要连接任何电气设备，并将经济控制开关置于“○/关闭”位置。正式启动的前两个步骤是：1. 按住油箱盖，逆时针旋转油箱盖通气旋钮1圈，打开油箱通气口；2. 将燃油开关旋钮置于“开启”位置。随后再将发动机开关置于开启、拉出阻风门并拉动反冲启动器。<PIC> <PIC> <PIC>"", [""Manual18_25"", ""Manual18_26"", ""Manual18_27""]"
159,"""我需要给发电机连接交流电，该过程中如何保证自身安全？""",manual_qa,Manual18,发电机 / Generator,indicator_light,yes_teacher,"Manual18_16, Manual18_33, Manual18_34, Manual18_35",Manual18,teacher_image_manual,high,锁定 Manual18；检索 indicator_light 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""连接发电机交流电时，请先确认所有电气设备、线路和插头连接状态良好；插入插头前务必关闭所有电气设备，并确认总负载不超过发电机额定输出、插座负载电流不超过插座额定电流。不要将发电机接入市电插座，也不要与其他发电机并联使用。操作时将电源线在提手上缠绕2至3圈，启动发动机后再插入交流插座，确认交流指示灯亮起，再将经济控制开关置于“Ⅰ/开启”并打开用电设备；若使用压缩机、潜水泵等启动电流大的设备，应将经济控制开关置于“○/关闭”。<PIC> <PIC> <PIC> <PIC>"", [""Manual18_16"", ""Manual18_33"", ""Manual18_34"", ""Manual18_35""]"
160,"""我注意到发电机上有两种不同的开关，请为我介绍一下。""",manual_qa,Manual18,发电机 / Generator,safety,yes_teacher,"generator_06, generator_07",generator,teacher_image_alias,high,锁定 Manual18；检索 safety 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""发动机开关 发动机开关控制点火系统。① ︵ “开启”：点火电路接通，可启动发动机。— ⊗ “停止”：点火电路切断，发动机停机。 <PIC> AE00988
经济控制开关 ① Ⅰ “开启”：经济控制开关置于Ⅰ档时，经济控制单元根据外接负载调节发动机转速，可降低油耗、减少噪音。— ○ “关闭”：经济控制开关置于○档时，无论是否连接负载，发动机均以额定转速5000转/分钟运行。 <PIC>"", [""generator_06"", ""generator_07""]"
161,"""我该在哪里查找并记录发电机的标识信息？""",manual_qa,Manual18,发电机 / Generator,manual_general,yes_teacher,"Manual18_0, Manual18_1",Manual18,teacher_image_manual,high,锁定 Manual18；检索 manual_general 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""识别码记录 请在指定位置记录您的产品识别码和序列号，以便向发电机经销商订购零配件。 同时请将这些识别码另行妥善保管，以防机器被盗。 <PIC> AE00011
机器标识 机器序列号标注在图示位置。 <PIC>"", [""Manual18_0"", ""Manual18_1""]"
162,"""使用发电机的直流保护器时，我需要注意什么？""",manual_qa,Manual18,发电机 / Generator,safety,yes_teacher,generator_08,generator,teacher_image_alias,high,锁定 Manual18；检索 safety 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""直流保护器 当负载超过发电机额定输出时，直流保护器将自动断开。 <PIC>
注意 若直流保护器断开，请将负载降至发电机额定输出范围内。若再次断开，请咨询发电机经销商。"", [""generator_08""]"
163,"""使用发电机前，对发动机机油进行使用前检查十分重要，正确的步骤是什么？""",manual_qa,Manual18,发电机 / Generator,troubleshooting,yes_teacher,"generator_17, generator_18, generator_19, Manual18_23","generator, Manual18",teacher_image_manual,high,锁定 Manual18；检索 troubleshooting 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""发动机机油 确认发动机机油处于机油加注口上限位置，必要时添加。 <PIC>① 上限 <PIC>
注： 推荐发动机机油等级：API标准 SE级或SF级。 <PIC>
注意 发电机出厂时未加注发动机机油。必须加注机油，否则无法启动。 <PIC> AE00241"", [""generator_17"", ""generator_18"", ""generator_19"", ""Manual18_23""]"
164,"""根据手册说明，启动发电机发动机的最后三个步骤是什么？""",manual_qa,Manual18,发电机 / Generator,startup_shutdown,yes_teacher,"generator_16, Manual18_29","generator, Manual18",teacher_image_manual,high,锁定 Manual18；检索 startup_shutdown 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""启动发电机发动机的最后三个步骤为：5. 缓慢拉动反冲启动器至啮合位置，然后快速拉动，并握牢提手防止发电机倾倒。<PIC> 6. 发动机启动后进行暖机，直到阻风门旋钮推回原位时发动机也不会熄火。7. 将阻风门旋钮推回原位。<PIC>"", [""generator_16"", ""Manual18_29""]"
165,"""发电机的电池电量不足了，该如何正确充电？""",manual_qa,Manual18,发电机 / Generator,safety,yes_teacher,"Manual18_37, Manual18_38, Manual18_39",Manual18,teacher_image_manual,high,锁定 Manual18；检索 safety 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""AE01100 电池充电 发电机直流额定电压为12V。 1. 将充电线在提手上缠绕2至3圈，插入直流插座。 注： 启动发动机后再连接电池。红线夹接电池正极(+)，黑线夹接电池负极(-)，切勿接反。 ① 红色 — 黑色 2. 启动发动机。 3. 按下直流保护器，安装电池。 <PIC> 注意 充电时务必关闭经济控制开关。务必确保电池接线正确。务必确保通气软管连接正确，无损坏或堵塞。若直流保护器断开，请将负载降至发电机额定输出范围内。若再次断开，请咨询发电机经销商。 注：按下即可复位直流保护器。① “复位” — “断开” <PIC> 注：电池充满电时，电解液比重在1.26至1.28之间。每小时检查一次比重。充电时严禁吸烟，严禁在电池处连接或断开线路，火花可能点燃电池产生的气体。电池电解液有毒且具有腐蚀性，会造成严重灼伤，内含硫酸。避免接触皮肤、眼睛或衣物。急救措施：皮肤接触——用水冲洗。误食——大量饮水或牛奶，随后服用氧化镁乳、蛋清或植物油，立即就医。眼睛接触——用水冲洗15分钟并立即就医。电池产生易爆气体，远离火花、明火、香烟等。在密闭空间充电或使用时请通风。操作电池时务必佩戴护目镜。请放置在儿童接触不到的地方。 <PIC>"", [""Manual18_37"", ""Manual18_38"", ""Manual18_39""]"
166,"""我需要让发电机的发动机停机，告诉我该如何操作。""",manual_qa,Manual18,发电机 / Generator,indicator_light,yes_teacher,"generator_22, generator_23, generator_24, Manual18_40, Manual18_41","generator, Manual18",teacher_image_manual,high,锁定 Manual18；检索 indicator_light 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""让发电机停机时，请先关闭所有电气设备，并将经济控制开关置于“○/关闭”位置；然后断开所有电气设备，将发动机开关置于“停止”位置；接着把燃油开关旋钮置于“关闭”，最后顺时针拧紧油箱盖通气旋钮至手指拧紧状态，以切断燃油供给并便于安全存放。<PIC> <PIC> <PIC> <PIC> <PIC>"", [""generator_22"", ""generator_23"", ""generator_24"", ""Manual18_40"", ""Manual18_41""]"
167,"""根据手册的建议，使用发电机时该如何检查火花塞？""",manual_qa,Manual18,发电机 / Generator,maintenance,yes_teacher,"Manual18_44, Manual18_45, Manual18_46, Manual18_47, Manual18_48",Manual18,teacher_image_manual,high,锁定 Manual18；检索 maintenance 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""AE01026 火花塞检查 应定期拆卸并检查火花塞。 1. 取下盖板①。 2. 检查是否变色并清除积碳。 <PIC> 3. 检查火花塞型号及间隙。 <PIC> ⊛ 间隙 <PIC> 4. 安装火花塞。 <PIC> 5. 安装盖板。 <PIC>"", [""Manual18_44"", ""Manual18_45"", ""Manual18_46"", ""Manual18_47"", ""Manual18_48""]"
168,"""为了正确更换发电机的发动机机油，我需要遵循的前六个步骤是什么？""",manual_qa,Manual18,发电机 / Generator,maintenance,yes_teacher,"Manual18_49, Manual18_50, generator_25, generator_26, Manual18_51","Manual18, generator",teacher_image_manual,high,锁定 Manual18；检索 maintenance 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""更换发动机机油的前六个步骤为：1. 将机器放在水平面上，暖机数分钟后停机，将燃油开关旋钮置于“关闭”并拧紧油箱盖通气旋钮。2. 取下盖板。<PIC> 3. 从发电机底部拆下放油接头，打开机油加注口盖。<PIC> 4. 将放油接头安装到机油加注口。<PIC> 5. 在发动机下方放置接油盘，倾斜发电机将机油完全排空。<PIC> 6. 添加发动机机油至上限位置。<PIC>"", [""Manual18_49"", ""Manual18_50"", ""generator_25"", ""generator_26"", ""Manual18_51""]"
