id,ret
142,"常见问题及处理：1）心率信号丢失：手表可能显示虚线，应调整佩戴位置、收紧或放松表带，确保设备背面接触皮肤，并让手臂静止伸直片刻。<PIC> 2）GPS信号丢失：高楼、森林、山坡、厚云层等会影响GPS，开始运动前建议等待设备找到信号，运动中丢失时设备会尝试重新连接。<PIC> 3）无法同步、无法响应轻点/滑动/按钮、无法追踪步数或其他数据、无法显示通知时，应按手册说明重启手表。<PIC>, [""Manual16_48"", ""Manual16_49"", ""Manual16_50""]"
144,可在健身追踪器应用中开启设备锁：在应用的“今日”页面，点击左上角图标 > 健身追踪器卡片 > 设备锁，然后按提示开启设备锁或重置 4 位 PIN 码。若在手表上设置了非接触式支付，设备锁会自动开启，且必须设置密码；不使用非接触式支付时，设备锁为可选设置。
145,"使用冰箱冰柜时，手册前五条注意事项为：1. 请勿在冰箱顶部放置重物或装液体的物品，避免开关门时坠落、泄漏导致受伤或触电。<PIC> 2. 请勿倚靠或悬挂在冰箱门体及搁架上，避免门体/搁架损坏或冰箱倾倒；儿童靠近冰箱时需看管。<PIC> 3. 防止儿童进入产品内部，避免危及生命。<PIC> 4. 开关冰箱门时务必小心，避免夹伤或碰伤周围人员。<PIC> 5. 清洁、维修或更换内部灯泡等操作前，应先采取断电等安全措施。, [""Manual17_11"", ""Manual17_12"", ""Manual17_13"", ""Manual17_14""]"
146,"连接电源时，手册前五条注意事项为：1. 使用专用插座，避免多个设备共用插座导致火灾或跳闸。<PIC> 2. 请勿让电源插头朝上或被挤压在冰箱冰柜背面，避免线缆损坏、插头松脱或引发火灾。<PIC> 3. 安装过程中拔下插头后推入冰箱时，注意防止电源线被挤压或弯折。 4. 请勿让重物挤压或弯折电源线，避免损坏电源线导致火灾或触电。<PIC> 5. 请勿延长或改装电源插头长度，避免火灾或触电。<PIC>, [""Manual17_0"", ""Manual17_1"", ""Manual17_2"", ""Manual17_3""]"
153,"燃油高度易燃且有毒 加油时务必关闭发动机。<PIC> 加油时严禁吸烟或靠近明火。<PIC> 加油时注意不要将燃油洒在发动机或消音器上。如不慎吞入燃油、吸入燃油蒸汽或燃油入眼，请立即就医。如燃油溅到皮肤或衣物上，请立即用肥皂水清洗并更换衣物。操作或运输发电机时，请务必保持机身直立。如发生倾斜，燃油可能从化油器或油箱泄漏。运输发电机时，请务必拧紧油箱盖通气旋钮。<PIC> AE01019, [""generator_20"", ""generator_21"", ""generator_03""]"
154,"发动机及消音器可能高温发烫 请将发电机放置在行人或儿童不易触碰的地方。<PIC> 运行时避免在排气口附近放置任何易燃物品。<PIC> 请将发电机与建筑物或其他设备保持至少1米（3英尺）距离，否则发动机可能过热。<PIC> 避免在防尘罩覆盖下运行发动机。<PIC> 务必仅通过提手搬运发电机。 ① 提手<PIC> AE01020, [""generator_04"", ""Manual18_8"", ""Manual18_9"", ""Manual18_10"", ""Manual18_11""]"
155,"防止触电 切勿在雨雪中运行发动机。<PIC> 切勿湿手触碰发电机，否则会触电。<PIC> 务必对发电机进行接地。 注：使用足够载流量的接地导线。<PIC> ① 导线直径<PIC> AE00088, [""Manual18_12"", ""Manual18_13"", ""Manual18_14"", ""Manual18_15""]"
156,"燃油开关旋钮 燃油开关旋钮用于将燃油从油箱输送至化油器。<PIC> 取下盖板①，内部可见燃油开关拨杆。若燃油开关旋钮无法转动，可使用该拨杆供油。<PIC>, [""Manual18_19"", ""Manual18_20""]"
157,"使用前检查燃油：1）确认油箱内燃油充足。<PIC> 2）使用普通无铅汽油，泵法辛烷值((R+M)/2)86及以上或研究法辛烷值91及以上。<PIC> 3）加油前阅读燃油安全信息，切勿加注至燃油滤清器顶部以上，避免燃油受热膨胀后溢出；4）立即擦拭溢出的燃油，加油后务必拧紧油箱盖。<PIC>, [""generator_12"", ""generator_13"", ""generator_14""]"
158,"按手册编号，启动发动机的前两个步骤是：1）按住油箱盖防止转动，将通气旋钮逆时针旋转1圈，打开油箱通气口。<PIC> 2）将燃油开关旋钮置于“开启”位置。<PIC> 启动前还应确认未连接任何电气设备，并将经济控制开关置于“○/关闭”位置。, [""Manual18_26"", ""Manual18_27""]"
159,"连接交流电前，请确认所有电气设备、线路和插头状态良好；插入插头前关闭所有电气设备；总负载不得超过发电机额定输出，插座负载电流也不得超过插座额定电流。<PIC> 操作时先将电源线在提手上缠绕2至3圈，启动发动机，再插入交流插座。<PIC> 确认交流指示灯亮起后，将经济控制开关置于“Ⅰ/开启”并打开电气设备；若使用压缩机、潜水泵等启动电流较大的设备，应将经济控制开关置于“○/关闭”。<PIC>, [""Manual18_33"", ""Manual18_34"", ""Manual18_35""]"
160,"发电机上常见的两类控制开关/旋钮包括：1）发动机开关，用于控制点火系统，置于“开启”时可启动发动机，置于“停止”时切断点火并停机。<PIC> 2）燃油开关旋钮，用于将燃油从油箱输送至化油器，启动前应置于“开启”，停机后应置于“关闭”。<PIC> 若燃油开关旋钮无法转动，可取下盖板，使用内部燃油开关拨杆供油。<PIC>, [""generator_06"", ""Manual18_19"", ""Manual18_20""]"
161,"可在手册指定位置记录产品识别码和序列号，以便向经销商订购零配件，并另行妥善保管这些识别号以防机器被盗。<PIC> 机器序列号标注在机身图示位置；编号前三位为机型标识，其余数字为产品生产编号。<PIC>, [""Manual18_0"", ""Manual18_1""]"
162,"直流保护器在负载超过发电机额定输出时会自动断开。<PIC> 若直流保护器断开，应先将负载降至发电机额定输出范围内，再按下直流保护器复位；如果再次断开，请咨询发电机经销商。<PIC>, [""generator_08"", ""generator_09""]"
163,"使用前检查发动机机油：1）确认发动机机油处于机油加注口上限位置，必要时添加。<PIC> 机油加注口上限位置如图示。<PIC> 2）推荐使用 API 标准 SE 级或 SF 级发动机机油。<PIC> 3）注意发电机出厂时未加注发动机机油，必须加注机油，否则无法启动。<PIC>, [""generator_17"", ""generator_18"", ""generator_19"", ""Manual18_23""]"
164,"启动发动机的最后三个步骤是：5）缓慢拉动反冲启动器至啮合位置，然后快速拉动，拉动时牢牢握住提手防止发电机倾倒。<PIC> 6）发动机启动后进行暖机，直至阻风门旋钮推回原位发动机也不会熄火；7）将阻风门旋钮推回原位。<PIC>, [""generator_16"", ""Manual18_29""]"
165,"电池充电：1）发电机直流额定电压为12V；将充电线在提手上缠绕2至3圈并插入直流插座。<PIC> 2）启动发动机后再连接电池，红线夹接正极(+)，黑线夹接负极(-)，切勿接反；3）按下直流保护器后安装/连接电池。<PIC> 4）充电时务必关闭经济控制开关，确认接线和通气软管正确；5）充电期间严禁吸烟，远离火花、明火和香烟，在密闭空间充电或使用时保持通风，操作电池时佩戴护目镜并远离儿童。<PIC>, [""Manual18_37"", ""Manual18_38"", ""Manual18_39""]"
166,"让发电机停机时，请先关闭所有电气设备，并将经济控制开关置于“○/关闭”位置。<PIC> 然后断开所有电气设备。<PIC> 将发动机开关置于“停止”位置。<PIC> 接着把燃油开关旋钮置于“关闭”。<PIC> 最后顺时针拧紧油箱盖通气旋钮至手指拧紧状态，以切断燃油供给并便于安全存放。<PIC>, [""generator_22"", ""generator_23"", ""generator_24"", ""Manual18_40"", ""Manual18_41""]"
167,"检查发电机火花塞时，应定期拆卸并检查火花塞。 1. 取下盖板①。 2. 检查是否变色并清除积碳。<PIC> 3. 检查火花塞型号及间隙。<PIC> ⊛ 间隙<PIC> 4. 安装火花塞。<PIC> 5. 安装盖板。<PIC>, [""Manual18_44"", ""Manual18_45"", ""Manual18_46"", ""Manual18_47"", ""Manual18_48""]"
168,"更换发动机机油的前六个步骤是：1）将机器放在水平面上，暖机数分钟后停机，将燃油开关旋钮置于“关闭”，并顺时针拧紧油箱盖通气旋钮。<PIC> 2）取下盖板。<PIC> 3）从发电机底部拆下放油接头，打开机油加注口盖。<PIC> 4）将放油接头安装到机油加注口；5）在发动机下方放置接油盘，倾斜发电机将机油完全排空。<PIC> 6）添加发动机机油至上限位置。<PIC>, [""Manual18_49"", ""Manual18_50"", ""generator_25"", ""generator_26"", ""Manual18_51""]"
169,"操作空气滤清器：1）取下盖板；2）松开固定空气滤清器盖的卡箍。<PIC> 3）取下空气滤清器盖及滤芯。<PIC> 4）用溶剂清洗滤芯并晾干；5）给滤芯上油并挤出多余机油，滤芯应湿润但不滴油，切勿拧绞滤芯。<PIC> 6）将滤芯装入空气滤清器，确保密封面贴合无漏气；7）装回滤清器盖并安装卡箍；8）安装盖板。<PIC> 注意发动机严禁无滤芯运行，使用溶剂时严禁吸烟或靠近明火。, [""Manual18_61"", ""Manual18_62"", ""Manual18_63"", ""Manual18_64""]"
170,"发动机无法启动时，先按燃油系统和机油系统排查：1）若油箱无油，添加燃油；2）若油箱有油，确认油箱盖通气旋钮已开启（逆时针旋转1圈），燃油开关旋钮置于“开启”。<PIC> 3）若燃油管路堵塞，清洁燃油管路；4）若化油器堵塞，清洁化油器。<PIC> 5）若机油液位过低，添加发动机机油。<PIC>, [""generator_28"", ""generator_29"", ""Manual18_65""]"
171,"排空燃油：1）打开油箱盖，使用市售手动虹吸管将油箱内燃油排入合格汽油容器，然后装回油箱盖；燃油高度易燃且有毒，应立即擦拭溢出的燃油。<PIC> 2）取下盖板，松开化油器浮子室放油螺丝，排空化油器内燃油；3）将燃油开关旋钮置于“关闭”位置，启动发动机直至自行停机，以燃烧完化油器内剩余燃油。<PIC>, [""Manual18_66"", ""Manual18_67""]"
172,使用发电机为对电压敏感的精密设备供电前，务必确保总负载在发电机额定输出范围内，否则会损坏发电机。部分精密设备对电压敏感，可能需要比便携式发电机更稳定的电压供应，例如部分医疗设备、个人电脑及检测峰值电压和有效值电压的逆变器。使用便携式发电机为该类设备供电前，请咨询精密设备供应商。 AE01023 接线 交流电（AC）
173,"拖曳速度是最低操控速度，几乎不加油门，艇体沉入水中且无尾流；适合靠岸、停靠码头或接近物体时的低速操控。<PIC> 半滑航速度是中等速度，艇首略微抬离水面但仍在水中行驶并产生尾流；适合练习中低速油门控制、大椭圆、绕圈和8字行驶。<PIC> 滑航速度是较快速度，艇体更平稳地在水面滑行并产生尾流；适合在开阔水域练习高速转向、停车距离判断和障碍物避让。速度越快，停车距离越长，转向也越需要油门动力。<PIC>, [""Manual40_1"", ""Manual40_2"", ""Manual40_3""]"
174,"先在近岸练习，再到开阔水域；练习时不要启动发动机，并在至少齐胸深的水域让艇漂浮。登艇时游至艇尾，双手放在登艇平台上，一手抓扶手。<PIC> 将身体拉到平台呈跪姿后移至座位跨坐。<PIC> 坐稳后将熄火绳系在手腕上并把卡扣装到熄火开关；双手握住车把，双脚放入脚坑，反复练习登艇和平衡。<PIC> 若配备登艇台阶，可放下辅助登艇，登艇后台阶会自动复位。<PIC>, [""Manual40_13"", ""Manual40_14"", ""Manual40_15"", ""Manual40_16""]"
175,"在滑航速度下转弯时，应先在开阔、平静、无交通和障碍物的大水域练习。转向需要油门，不能在试图转向时完全松开油门。先从较低速度和平缓转向开始，逐步提高速度和减小转弯半径。<PIC> 滑航速度下艇体在给定速度下的转向角度有限，车把转向过度时可能出现侧滑，导致无法更急转弯；此时应将车把转回较小角度，以恢复正常转向。可通过左右转向椭圆、圆圈与8字路线逐步练习。<PIC>, [""Manual40_26"", ""Manual40_27""]"
176,"要保持操控性和稳定性，应始终把油门与车把配合使用：除拖曳速度外，转向时必须保持油门，因为喷射推力强度决定转向速度和方向。练习时先逐渐加速到半滑航速度，保持速度平稳，先右转再左转，完成大椭圆。<PIC> 随后以稳定速度右转、左转绕大圈，并逐渐缩小圈径。<PIC> 最后结合前两项完成大8字路线，再逐步缩小8字尺寸。若松开油门，转向能力会迅速下降，艇体可能不再响应车把操作。<PIC>, [""Manual40_22"", ""Manual40_23"", ""Manual40_24""]"
177,"中低速转弯时，应把油门和车把配合使用。摩托艇通过车把改变尾部喷射推力喷嘴方向，从而改变行驶方向；除拖曳速度外，转向时必须保持油门，因为喷射推力强度决定转向速度和方向。可先逐渐加速到半滑航速度，保持速度平稳，再转动车把完成转向。急转弯时需要同时加大油门；如果松开油门，转向能力会迅速下降，艇体可能不再响应车把操作。<PIC>, [""Manual40_20""]"
178,"以拖曳速度直行和转弯时，按以下训练步骤操作。1. 登艇，观察周围人员、物体及其他船只。2. 启动发动机，直线行驶。3. 开始转向，做长约15–21米（50–70英尺）的大8字路线，不加油门。<PIC>, [""Manual40_19""]"
179,"全加速后要安全停稳，先完全松开油门手柄，让发动机减速，艇体会因水阻逐渐减速，但仍会滑行一段距离才完全停止。从全速状态松油门或停止发动机后，完全停止距离约为90米（300英尺），具体受总重量、水面状况和风向影响。<PIC> 如配备RiDE，握紧RiDE手柄可缩短停车距离约30%，但仍不能当作规避危险的制动装置。若判断无法在障碍物前停下，应观察四周，加油门并转向避让。练习时应在开阔水域从较低速度开始，逐步提高最大速度。<PIC>, [""Manual40_21"", ""Manual40_25""]"
180,"根据手册中的安全指导，避免摩托艇碰撞事故应持续观察周围人员、物体和其他船只；以安全速度行驶并保持安全距离；不要紧跟其他船只，不要靠近他人喷水或溅水，避开浅水区和水下障碍物；转向避让时不要松开油门，因为转向需要油门动力；尽早采取行动，并遵守航行规则和当地法规。<PIC>, [""Manual40_0""]"
181,"水泵发动机安全停机时，先把油门手柄完全向左推，使发动机降速。<PIC> 然后把发动机开关置于“OFF/关闭”位置，切断点火电路。<PIC> 最后将燃油开关手柄置于“OFF/关闭”位置。<PIC> 停机后如在低温环境存放，还应按手册要求从底部排水口排空泵体积水，避免结冰损坏水泵。, [""Manual31_16"", ""Manual31_17"", ""Manual31_18""]"
182,"水泵核心部件包括油箱、油箱盖、燃油开关、空气滤清器盖、火花塞、消音器和阻风门手柄等。<PIC> 还包括发动机开关、机油加注口盖、放油螺塞、反冲启动器、机油警告灯、油门手柄、注水螺塞和放水螺塞等。<PIC>, [""pump_16"", ""pump_17""]"
183,"清洗油箱滤网步骤：1. 拆下油箱盖及油箱滤网。2. 用溶剂清洗滤网，若滤网损坏则更换。3. 将滤网擦干后装回。4. 最后务必拧紧油箱盖。操作时远离明火和吸烟环境。<PIC>, [""Manual31_32""]"
184,"排放燃油步骤：1. 排空油箱、燃油开关及化油器浮子室。2. 向油箱内倒入一杯SAE 10W-30或20W-40发动机机油。3. 晃动油箱，使油箱内壁均匀附着机油。4. 排出多余机油。<PIC>, [""Manual31_41""]"
185,水泵无法抽水时，可按以下原因排查：1. 注水螺塞或放水螺塞松动：检查并拧紧。2. 软管接头或卡箍松动：检查并拧紧，避免进气。3. O形圈或垫片损坏：检查后更换。4. 机械密封损坏：联系经销商处理。补充检查：确认启动前泵体已注满水，进水软管安装牢固，并已安装滤网。
186,"设置日期和时间时，先按 + 或 - 调整年份，按“选择”键确认；再按 + 或 - 调整月份并确认，继续调整日期并确认。<PIC> 随后选择时钟格式，按 + 或 - 在12小时制和24小时制之间切换，按“选择”键确认。<PIC> 最后设置时间：按 + 或 - 调整小时并确认，再按 + 或 - 调整分钟并确认。完成后温控器即可按准确日期和时间执行程序日程与温度控制。<PIC>, [""Manual36_25"", ""thermostat_07"", ""Manual36_26""]"
187,"调整系统运行设置时，按“模式”键循环切换至所需系统模式并保持激活。可用模式包括：自动、供暖、制冷、应急供暖（仅适用于带辅助加热的热泵）和关闭；关闭模式下供暖/制冷系统关闭，但若风扇设为开启或循环，风扇仍可运行。由于压缩机保护，供暖/制冷指示灯可能会闪烁5分钟。<PIC> 调整风扇运行设置时，按“风扇”键循环切换至所需风扇模式并保持激活。风扇模式包括：自动（仅在供暖或制冷系统运行时启动）、开启（持续运行）和循环（随机运行约33%的时间）。<PIC>, [""Manual36_29"", ""Manual36_30""]"
188,"调整程序日程时，先按温控器上的“菜单”键，显示 PROG 后按“选择”；显示“开启”后再次按“选择”。<PIC> 然后按 + 或 - 选择要编辑的日期或日期组并确认；继续选择要编辑的日程时段（起床、离家、回家、睡眠）并确认。<PIC> 若该时段需要启用，显示“开启”时按“选择”；若要关闭该时段，按 + 后再按“选择”。随后按 + 或 - 调整该时段开始时间并确认。<PIC> 再依次调整供暖设定温度和制冷设定温度并确认；对剩余时段重复上述步骤，完成后按“主页”键保存程序设置并返回主界面。<PIC>, [""Manual36_31"", ""thermostat_04"", ""thermostat_05"", ""thermostat_06""]"
189,"可以使用“程序日程临时覆盖”。直接按温控器上的 + 或 - 键，将温度调整到所需设定值；调整后无需其他操作，新的设定温度会保持到下一个预定日程时段开始，原有程序日程不会被永久改动。若要提前取消临时覆盖，按 + 或 -，然后按“取消”键即可恢复原日程。<PIC>, [""Manual36_32""]"
190,"当主界面出现警报图标时，可在菜单中查看警报以了解错误或提醒代码。<PIC> 查看后，主界面会保留警报符号，直到警报被清除。<PIC> 进入警报菜单后，查看具体警报代码，并对照警报代码表判断问题。<PIC> 对于暂态警报，可选择 SNOOZE。<PIC> 取消后该警报会在7天后再次显示。<PIC> 若需要清除警报，可进入 CLEAR 界面执行清除。<PIC>, [""Manual36_44"", ""Manual36_45"", ""Manual36_46"", ""Manual36_47"", ""Manual36_48"", ""Manual36_49""]"
191,"热泵接线时，应先断开电源，并将每根已标记的电线与新温控器上相同字母的端子匹配，再把电线插入对应端子；如果插入困难，可按下端子旁的端子按钮。若需要使用热泵备用接线，请保持 R 滑动开关在向上位置（1根电线）。<PIC> 若旧温控器同时有 V 和 VR 电线，应立即停止并联系专业安装人员；若有单独的 O 和 B 电线，将 B 线连接至 C 端子，但如果 C 端子已连接其他电线，也应停止并联系专业安装人员；若旧温控器有 Y1、W1 和 W2 电线，同样应停止并联系专业安装人员协助。<PIC>, [""Manual36_35"", ""Manual36_36""]"
192,"温控器需电池供电。当电池低电量图标出现时，请立即更换新电池；该图标会在电池耗尽前约两个月显示。即使未出现低电量图标，也建议每年更换一次，或在离家超过一个月前更换。更换时建议使用AA碱性电池。若能在两分钟内完成电池更换，则无需重新设置时间和日期；其他设置会永久存储在内存中，不需要电池供电。<PIC>, [""Manual36_41""]"
193,"当常规系统标签与端子不匹配时，应按备用接线图处理。若必须同时连接 R 和 Rc 电线，将 R 滑动开关拨至向下位置（2根电线）。若旧温控器同时有 R 和 RH 电线，也将 R 滑动开关拨至向下位置，然后将 R 线连接至 Rc 端子、RH 线连接至 R 端子。若旧温控器只有1根 C 或 C1 电线，将其连接至 C 端子；若有2根 C 或 C1 电线，应分别用电工胶带包裹且不连接。完成后确认每根电线插入对应端子并固定牢靠。<PIC>, [""Manual36_34""]"
194,"遇到温控器故障时，可按手册逐项排查：若屏幕空白并使用电池供电，请确认已正确安装全新AA碱性电池；若无法将系统设置切换至制冷模式，检查系统设置选项220是否设为1或2；若需要供暖时风扇不启动，检查系统设置选项205是否与供暖设备匹配；若制冷模式下供暖系统运行，检查系统设置选项200或218是否与供暖和制冷设备匹配；若供暖或制冷系统无响应，先将系统设置为供暖或制冷并确认设定温度高于或低于室内温度，再检查断路器、系统电源开关和炉门是否关闭，并等待5分钟响应；若屏幕上“供暖开启/制冷开启”闪烁，说明压缩机保护已启动，等待5分钟让系统安全重启；若热泵供暖吹冷风或制冷吹热风，检查系统设置选项200或218是否正确。安装或拆卸前注意断开电源，避免触电或设备损坏。<PIC>, [""Manual36_50""]"
195,"处理器单元包括正面的状态指示灯（白色为已开机，红色为待机模式）、AUX端口和HDMI输出端口。<PIC> 背面包括HDMI电视端口、HDMI PS4端口、USB端口、DC IN 12V接口和通风口。<PIC>, [""Manual38_1"", ""Manual38_2""]"
196,"手册中对应的是立体声耳机，耳塞出厂默认安装M号，也可更换为S号或L号以获得更贴合的佩戴效果。<PIC> 更换时，旋转耳塞并将其拔下，再换上合适尺寸耳塞；安装时应确保耳塞牢固，避免使用过程中意外脱落。<PIC>, [""Manual38_3"", ""Manual38_4""]"
197,"清洁遮光罩时，先将遮光罩从VR头显上取下，用水清洗；再用软布完全擦干后装回头显。重新安装时，将遮光罩上的凸点与头显上的13个孔对齐。清洁前应拔下电源线并断开其他线缆，且不要使用溶剂或其他化学药剂。<PIC>, [""Manual38_5""]"
198,"为获得安全且较佳的PS VR体验，应在摄像头捕捉范围内使用。游玩区域约为宽3.0米（9.8英尺）、深1.9米（6.2英尺），高度取决于摄像头捕捉范围。使用前请清理大于游玩区域的活动空间，并按PS VR设置界面调整摄像头位置和角度，使自己位于游玩区域中央。<PIC>, [""Manual38_0""]"
199,使用和操作VR头显时，应注意：1）12岁以下儿童不适用；疲劳、头晕、恶心、醉酒、服药、平衡感受损或患有严重疾病时不要使用，必要时先咨询医生。2）使用前清理大于游玩区域的活动空间，远离墙壁、楼梯、家具等障碍物，并防止宠物或他人进入。3）佩戴时尽量保持坐姿，站立模式需按应用指示操作，避免剧烈动作；开始前和使用中检查线缆是否缠绕身体或四肢。4）若出现头晕、视觉异常、抽搐、意识丧失、恶心、头痛等症状，应立即停止使用并休息，必要时就医。5）通常每游玩1小时休息15分钟，初次使用建议短时间体验。6）为保护设备，不要抓着线缆甩动头显或电源适配器；待追踪灯熄灭后再取下头显或拔下连接线；不要让液体或细小颗粒进入接口、通风口等位置；不要遮挡处理器单元通风口；发现异常声音、气味或过热时立即停止使用并断开电源。7）清洁前拔下电源线并断开所有线缆，不使用溶剂或其他化学药剂。
200,"功能键盘的保修政策通常包括保修期限、保障对象、保修范围、除外责任、损害免责和保修申请方式；不包含人为损坏、非制造缺陷、正常磨损、运输途中损坏等情况。 I. 保修期限 任何更换产品的保修期限为剩余保修期或三十天，以较长者为准。享受保修服务需提供购买凭证。 II. 保障对象 本保修仅覆盖原始消费者购买的产品。<PIC> III. 保修范围与除外责任 请注意，本保修并非无条件保障。若产品在保修期内出现经合理判定的故障，我们将根据库存情况，自行决定为您提供维修或更换服务，更换产品可为全新或翻新，功能相近且价值相等或更高。 以下情况不在保修范围内： • 未经许可对产品或序列号/保修标签进行改装； • 非制造缺陷导致的任何损坏； • 因意外、滥用、误用、疏忽、火灾、进水、雷击或其他自然灾害、未经授权改装产品或未遵循产品说明书操作导致的损坏、老化或故障； • 安装不当、未经授权的更改或改装、或由非授权人员进行维修或尝试维修； • 运输途中损坏（需向承运方提出索赔）； • 正常磨损。 我们不保证本产品满足您的所有需求。您有责任判断本产品是否适用于您的用途。官网订单的换货与退货，我们承担往返运费。其他授权经销商处购买的产品，售后不承担退货运费，仅承担换货时寄回给最终用户的单程运费。参与“三日换新”计划的电源供应器，无论购买地点，只要是授权经销商，均提供往返加急配送服务。 IV. 损害免责条款 本保修项下我们的唯一义务与责任，仅限于自行选择以全新或翻新、功能相近且价值相等或更高的产品维修或更换故障产品。在任何情况下，我们均不对任何间接或继发性损害承担责任，包括但不限于服务中断、数据丢失、业务损失，或因本产品或其使用、持有相关的民事侵权责任。 V. 默示担保限制 不存在其他明示或默示担保，包括但不限于适销性或特定用途适用性担保。默示担保的有效期仅限于I款规定的保修期限。 VII. 如何申请保修服务 直接购买的产品如需保修服务，必须通过售后支持网站提交申请并说明问题。若技术人员判定产品存在故障或需要检测，您需提供购买凭证副本，方可提交退货授权（RMA）申请。 申请获批后，您将收到RMA编号，请在寄回的故障产品外包装上清晰标注或粘贴该编号。建议采取适当措施保护产品，避免运输途中损坏。 VIII. 适用法律及消费者额外法定权利 本保修赋予您特定的法定权利。本条款受美国加利福尼亚州法律管辖并解释（冲突法条款除外），且明确排除《联合国国际货物销售合同公约》的适用。双方同意加利福尼亚州圣克拉拉县为非排他管辖地。, [""Manual25_12""]"
201,功能键盘保修政策中的损害免责条款为：本保修项下我们的唯一义务与责任，仅限于自行选择以全新或翻新、功能相近且价值相等或更高的产品维修或更换故障产品。在任何情况下，我们均不对任何间接或继发性损害承担责任，包括但不限于服务中断、数据丢失、业务损失，或因本产品或其使用、持有相关的民事侵权责任。 V. 默示担保限制 不存在其他明示或默示担保，包括但不限于适销性或特定用途适用性担保。默示担保的有效期仅限于I款规定的保修期限。
202,"设置功能键盘时，先将USB-C线连接到键盘并接入电脑。<PIC> 如果使用腕托，将磁吸腕托吸附到键盘前侧对应位置。<PIC> 需要调整输入角度时，可展开键盘底部支撑脚；完成连接后即可按需在CAM中设置灯光、宏命令、按键重映射或板载配置文件。<PIC>, [""function_keyboard_02"", ""Manual21_3"", ""Manual21_11""]"
203,"拆卸功能键盘轴体时，使用附赠拔轴器从顶部夹住轴体，将工具两端沿轴体前后方向放置，按下轴体两侧卡扣后向上拔出，注意不要刮擦上盖面板，也不需要从轴体下方撬动。<PIC> 重新安装轴体前，先确认轴体针脚平直并与PCB插孔对齐，再垂直向下按入定位板，确认轴体固定到位后再装回键帽。<PIC>, [""Manual21_14"", ""Manual21_15""]"
204,"使用功能键盘搭配 CAM 软件时，先前往官网下载并安装最新版 CAM 软件。然后在 CAM 中设置键盘配置文件并保存到键盘，本键盘自带四个板载配置文件，保存后无需运行 CAM 也可使用已存储的灯光、宏命令等功能。<PIC> 按 FN+F1/F2/F3/F4 可切换到对应 1-4 号配置文件；还可在 CAM 的键盘/灯光界面逐键自定义 RGB 灯光，在宏命令界面创建宏，在按键重映射界面创建新的自定义按键绑定。<PIC>, [""Manual21_7"", ""Manual21_8""]"
205,"硬件模式下使用键盘时，可直接通过快捷键调用板载配置。配置文件1至4自带四种默认灯光模式，按 FN+F1、FN+F2、FN+F3 或 FN+F4 可切换至对应配置文件。<PIC> 如果已将自定义灯光保存到板载配置文件，切换到该配置文件时会直接启用自定义灯光，不需要保持 CAM 软件运行。<PIC>, [""Manual21_7"", ""Manual21_10""]"
206,"安装儿童电动摩托车挡泥板时，应由成人完成组装，并让儿童远离小部件。先将挡泥板侧转并向上滑入左侧把手管，注意不要卡入1号孔。<PIC> 再使挡泥板凸点卡入2号孔。<PIC> 如继续安装右侧把手管，应让右侧把手管穿过把手固定夹和挡泥板，并用M6×50螺栓和M6螺母固定。<PIC>, [""rideon_motorcycle_01"", ""rideon_motorcycle_02"", ""Manual26_5""]"
207,"安装儿童电动摩托车前轮时，按图示将前轴穿过两侧把手管及前轮，两侧把手管内外均需安装垫片。<PIC> 再使用两个螺母将前轴和车轮固定在把手管上，并用随产品提供的扳手拧紧螺母直至螺纹尽头。<PIC> 前轮及前轴组装完成后，还要检查车轮与把手管之间的间隙；若间隙过大或车轮定位不稳，可在车轮与把手管之间加装额外垫片（不随产品提供）。重新安装后应确保间隙最小化且车轮可自由转动，若车轮卡死则减少一片垫片。, [""Manual26_6"", ""Manual26_7""]"
208,"为蓝牙激光鼠标安装电池时，需要使用两节 AA 电池。先按下按钮，使电池仓盖弹出。<PIC> 然后按照鼠标内部标注的正负极（+ 和 -）装入两节 AA 电池。<PIC> 最后装回电池仓盖。<PIC>, [""Manual27_1"", ""Manual27_2"", ""Manual27_3""]"
209,"安装 WIDCOMM 蓝牙驱动程序前，请先将 USB 蓝牙接收器插入电脑的 USB 接口。然后将附带的安装光盘放入光驱，驱动程序会自动加载；若未自动加载，请双击光驱中 bin 文件夹内的 Setup.exe。欢迎界面出现后点击“下一步”继续。<PIC> 阅读协议并选择“我接受许可协议中的条款”，再点击“下一步”。<PIC> 确认安装文件夹，必要时点击“更改”选择其他路径，然后点击“下一步”。<PIC> 点击“安装”开始安装，安装过程可能需要一些时间。<PIC> 出现完成界面表示安装结束。<PIC> 最后拔下接收器并重新插入，鼠标将自动配对；点击“完成”退出安装。系统提示重启电脑时，可点击“是”立即重启，或点击“否”稍后重启。<PIC>, [""Manual27_4"", ""Manual27_5"", ""Manual27_6"", ""Manual27_7"", ""Manual27_8"", ""Manual27_9""]"
210,卸载 WIDCOMM 蓝牙驱动程序时，先拔下 USB 蓝牙接收器；然后依次点击“开始 > 设置 > 控制面板 > 添加或删除程序”；在程序列表中选择 WIDCOMM 蓝牙软件并点击“删除”。系统会开始卸载程序，此过程可能需要一些时间。卸载完成后，系统会提示重启电脑，可点击“是”立即重启，或点击“否”稍后重启。
