id,question,category,source_manual,knowledge_point,novelty_reason,max_similarity_to_existing,risk_note,closest_existing_question
2105,What is the difference between pressing the camera shutter button halfway and pressing it completely?,en_manual,Camera manual,shutter button half/full press,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.494,OK,"""What is the overview of the base station of a landline?"""
2106,"How do I use the camera menu to select an item, change a setting, confirm it, and exit the menu?",en_manual,Camera manual,camera menu procedure,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.5,OK,"""How do I use the storage compartments if I want to store wet items while on board?"""
2107,How can I restore the camera's default settings from the menu?,en_manual,Camera manual,camera default reset,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.613,OK,"""How to change the default setting of the energy saving mode?"""
2108,How do I change the camera LCD menu language?,en_manual,Camera manual,language setting,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.635,OK,"""How do I charge the camera battery when I'm not using it?"""
2109,How do I set the camera's auto power-off time?,en_manual,Camera manual,auto power off,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.673,OK,"""How do I connect the camera using a household power socket?"""
2110,What precautions should I follow before using the camera's CMOS sensor cleaning function?,en_manual,Camera manual,CMOS sensor cleaning,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.628,OK,What safety precautions should I follow when using the fax machine?
2111,How should I adjust the camera viewfinder diopter so the AF points look sharp?,en_manual,Camera manual,dioptric adjustment,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.521,OK,"""How do you set up the camera to fine tune the model when using it?"""
2112,"How do I select the camera's AF mode, and when should One-Shot, AI Focus, or AI Servo be used?",en_manual,Camera manual,AF mode selection,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.523,OK,"""How do I select the AF Mode when before taking a picture?"""
2113,What should I do when autofocus fails and I need to focus the camera manually?,en_manual,Camera manual,manual focusing,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.559,OK,What should I do when the boat shows an over-temperature warning?
2114,"What are the camera's evaluative, partial, and center-weighted average metering modes used for?",en_manual,Camera manual,metering modes,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.466,OK,"""What are the essential preparation checks to perform before using a snowmobile?"""
2115,How can I enable red-eye reduction when using the camera's built-in flash?,en_manual,Camera manual,red-eye reduction,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.5,OK,"""How do I print photos using the camera's CP direct method after taking them?"""
2116,How does FE lock work when using flash photography on the camera?,en_manual,Camera manual,FE lock,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.541,OK,How do I lower the roll bar on the lawn mower?
2117,How do I set auto exposure bracketing on the camera and how are the three shots exposed?,en_manual,Camera manual,AEB exposure bracketing,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.497,OK,How do I set the light timer on the over-the-range microwave?
2118,"When should mirror lockup be used on the camera, and what are the basic shooting steps?",en_manual,Camera manual,mirror lockup,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.506,OK,"""How should fire extinguishers be stored on board and where should they be placed?"""
2119,How can I silence the camera beeper from the menu?,en_manual,Camera manual,beeper silence,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.623,OK,How can I check the battery level on the landline phone?
2120,How can I prevent the camera from shooting when no CF card is installed?,en_manual,Camera manual,shoot without card setting,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.612,OK,How can I power the camera from a household electrical outlet?
2121,"How should I open, close, and secure the boat fuel-fill cap before and after refueling?",en_manual,Boat manual,fuel fill cap,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.527,OK,How should I connect the base station for the landline phone?
2122,How should I deploy and stow the boat boarding ladder so it is locked before departure?,en_manual,Boat manual,boarding ladder,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.513,OK,What should I do when the boat shows an over-temperature warning?
2123,How should dock lines be tied to the boat cleats when securing the boat at a dock?,en_manual,Boat manual,mooring cleats,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.517,OK,"""How to open the battery compartment when manipulating the boat?"""
2124,How should I use the boat horn or sound signal when warning nearby vessels?,en_manual,Boat manual,horn operation,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.544,OK,How should I connect the base station for the landline phone?
2125,"What should I check about boat hatches, cushions, and lockers before getting underway?",en_manual,Boat manual,hatch and cushion securing,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.57,OK,What should I do when the boat shows an over-temperature warning?
2126,What should I check about the windshield and operator visibility before operating the boat?,en_manual,Boat manual,windshield and visibility,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.555,OK,"""What should I do if face over temperature warning on the boat?"""
2127,What should I check about boat drain plugs before launching and after removing the boat from the water?,en_manual,Boat manual,drain plug before launch,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.503,OK,"""What should I do if face over temperature warning on the boat?"""
2128,What precautions should I follow when connecting the boat battery charger at dockside?,en_manual,Boat manual,dockside battery charging,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.706,OK,What safety precautions should I follow when using the fax machine?
2129,"Before making the first coffee, what rinsing or preparation steps should be completed on the coffee machine?",en_manual,Coffee machine manual,first use rinse,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.591,OK,"Before storage, frost protection, or maintenance, how should I empty the coffee machine system?"
2130,How should I empty and reinstall the used capsule container and drip tray on the coffee machine?,en_manual,Coffee machine manual,capsule container emptying,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.568,OK,How can I change the default energy-saving setting on the coffee machine?
2131,What should I prepare before running the coffee machine descaling program?,en_manual,Coffee machine manual,descaling preparation,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.569,OK,What steps should I follow to program the coffee machine water volume?
2132,How can I set the coffee machine water hardness level and why does it matter?,en_manual,Coffee machine manual,water hardness setting,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.557,OK,How do I turn on and use the coffee machine energy saving mode?
2133,How should the milk frother or steam nozzle be cleaned after preparing milk drinks?,en_manual,Coffee machine manual,milk frother cleaning,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.458,OK,"""How do I use the jet wash function to clean the boat after using it?"""
2134,What should I do when the coffee machine shows a descaling or maintenance alert?,en_manual,Coffee machine manual,descaling alert,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.593,OK,What should I do when the boat shows an over-temperature warning?
2135,How should I clean and dry the earphone charging contacts before placing them in the case?,en_manual,Earphones manual,charging contact care,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.511,OK,"""What is the proper procedure for cleaning the sensors and charging contacts on a vacuum cleaner?"""
2136,What do the charging case indicator lights tell me about earphone or case battery status?,en_manual,Earphones manual,charging case indicators,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.534,OK,"If the charging case battery is low, how do I charge the earphones case?"
2137,How should I choose and install ear tips so the earphones fit securely and sound correct?,en_manual,Earphones manual,ear tip selection,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.464,OK,"""How should I clean my coffee maker after I use it so that it can last longer?"""
2138,What activities are not covered by the earphones' water resistance precautions?,en_manual,Earphones manual,water resistance limits,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.45,OK,"""What are the steps to power the camera?"""
2139,"How can I add, open, or delete bookmarks while reading an eBook on the eReader?",en_manual,eReader manual,bookmark management,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.5,OK,How can I change the default energy-saving setting on the coffee machine?
2140,How can I change font size or page display settings while reading on the eReader?,en_manual,eReader manual,font size setting,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.558,OK,How can I change the default energy-saving setting on the coffee machine?
2141,"How can I delete an unwanted eBook, audio file, or photo from the eReader?",en_manual,eReader manual,file deletion,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.476,OK,"""How can you update the BIOS file of a motherboard?"""
2142,How can I adjust the eReader screen backlight or sleep timeout setting?,en_manual,eReader manual,screen backlight timeout,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.485,OK,How do I set the light timer on the over-the-range microwave?
2143,"What file formats should I check before copying books, music, or videos to the eReader?",en_manual,eReader manual,supported file formats,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.497,OK,What operating requirements should I satisfy before using the Jet Ski?
2144,"How should I connect the eReader to a computer to copy eBooks, music, photos, or videos?",en_manual,eReader manual,eReader file transfer,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.523,OK,How should I connect the base station for the landline phone?
2145,How should I clear a paper jam in the fax machine without damaging rollers or covers?,en_manual,Fax manual,paper jam clearing,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.503,OK,What steps should I follow to program the coffee machine water volume?
2146,What should I check if the fax machine has power but cannot send or receive through the telephone line?,en_manual,Fax manual,telephone line connection check,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.476,OK,"When connecting the fax machine, what procedure should I follow to complete the setup?"
2147,How should I replace the fax machine toner or print cartridge without spilling toner?,en_manual,Fax manual,toner or cartridge replacement,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.527,OK,How do I turn on and use the coffee machine energy saving mode?
2148,How should I load original documents into the fax machine document feeder to avoid jams or skewed pages?,en_manual,Fax manual,document feeder loading,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.512,OK,How should I keep my fingers safe around the fax machine mechanisms?
2149,"How should I inspect burner flames on the grill, and what might yellow or irregular flames indicate?",en_manual,Grill manual,burner flame check,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.47,OK,"""How should fire extinguishers be stored on board and where should they be placed?"""
2150,How should I install flame tamers and cooking grates before using the grill?,en_manual,Grill manual,flame tamers and cooking grates,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.576,OK,What should I know about indirect cooking when using the grill?
2151,How should I preheat the grill and prepare the cooking grates before placing food on them?,en_manual,Grill manual,preheating and grate care,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.537,OK,"""How do I select the AF Mode when before taking a picture?"""
2152,What should I do if grease ignites while using the grill?,en_manual,Grill manual,grease fire response,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.717,OK,What should I know about indirect cooking when using the grill?
2153,How should the grill be cleaned and prepared before long-term storage?,en_manual,Grill manual,grill cleaning before storage,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.511,OK,"""How do you mount the lens of a camera when preparing for photography?"""
2154,How should the engine shut-off cord be attached before operating the jetski?,en_manual,Jetski manual,engine shut-off switch cord,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.482,OK,"""How do I use the battery conversion feature before sailing?"""
2155,"Why should I keep people, ropes, and loose clothing away from the jetski jet thrust nozzle?",en_manual,Jetski manual,jet thrust awareness,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.468,OK,"""In daily usage, how to open and close the hood of the jetski?"""
2156,What should I avoid when operating a jetski in shallow water or near floating debris?,en_manual,Jetski manual,shallow water operation,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.47,OK,"""What should I do if face over temperature warning on the boat?"""
2157,What should I do if the jetski capsizes before attempting to restart the engine?,en_manual,Jetski manual,capsized watercraft response,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.556,OK,"""What should I do if face over temperature warning on the boat?"""
2158,How should I rinse or flush the jetski after use in salt water?,en_manual,Jetski manual,post-operation rinse,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.521,OK,"""How should I clean my coffee maker after I use it so that it can last longer?"""
2159,What protective clothing or personal flotation equipment should riders wear on a jetski?,en_manual,Jetski manual,protective clothing,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.549,OK,"""What are the operation requirements if I want to use my jetski?"""
2160,How should the operator shift body weight to keep the jetski stable at very low speed?,en_manual,Jetski manual,operator position at low speed,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.49,OK,"""How should I do if I want to empty the system before not in use, for frost protection or before maintenance?"""
2161,What should I check before using a jetski to tow a skier or inflatable towable?,en_manual,Jetski manual,towing restrictions,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.493,OK,"""What are the correct techniques for crossing a slope on a snowmobile?"""
2162,How do I register a landline handset to the base station if it is not connected?,en_manual,Landline manual,handset registration,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.511,OK,How should I connect the base station for the landline phone?
2163,How can I adjust the landline handset ringer volume or melody for incoming calls?,en_manual,Landline manual,ringer settings,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.476,OK,"""How can you adjust the height of cut for a lawn mower with an electric deck lift?"""
2164,How can I add or edit a contact in the landline handset phonebook?,en_manual,Landline manual,phonebook entry,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.557,OK,How can I check the battery level on the landline phone?
2165,How can I use the base station paging function to find a misplaced handset?,en_manual,Landline manual,handset paging,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.594,OK,"""How can you connect the base station of a landline?"""
2166,What should I check about the PTO switch before starting the lawn mower engine?,en_manual,Lawn mower manual,PTO switch before starting,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.571,OK,How should I connect the base station for the landline phone?
2167,What should I check about lawn mower tire pressure before mowing?,en_manual,Lawn mower manual,tire pressure check,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.523,OK,What should I do when the boat shows an over-temperature warning?
2168,What should I inspect on the mower blades before operation or after hitting an object?,en_manual,Lawn mower manual,blade inspection,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.544,OK,How should I connect the base station for the landline phone?
2169,How should I clean grass buildup from the mower deck after use?,en_manual,Lawn mower manual,deck cleaning after mowing,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.534,OK,How should I keep my fingers safe around the fax machine mechanisms?
2170,Why should the parking brake be set and the ignition disabled before servicing the mower?,en_manual,Lawn mower manual,parking brake before service,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.491,OK,What do the Main Menu and Browser History functions do on the eReader?
2171,How can I use the microwave kitchen timer without starting a cooking cycle?,en_manual,Microwave manual,kitchen timer,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.522,OK,"""How do I select the AF Mode when before taking a picture?"""
2172,How can I operate the microwave vent fan and adjust fan speed while cooking on the cooktop?,en_manual,Microwave manual,vent fan controls,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.542,OK,"""How to open the livewell and add water on the boat?"""
2173,How can I turn the microwave child lock or control lock on and off?,en_manual,Microwave manual,child lock,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.496,OK,How can I power the camera from a household electrical outlet?
2174,How can I turn the microwave turntable function on or off when using oversized dishes?,en_manual,Microwave manual,turntable setting,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.5,OK,"""How do I use the jet wash function to clean the boat after using it?"""
2175,How can I set a microwave cooking power level below full power?,en_manual,Microwave manual,power level setting,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.521,OK,How can I check the battery level on the landline phone?
2176,"Where should I connect the CPU fan cable on the motherboard, and why is that header important?",en_manual,Motherboard manual,CPU fan header,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.477,OK,How should I connect the base station for the landline phone?
2177,How should I install an M.2 storage device and secure it with the mounting screw?,en_manual,Motherboard manual,M2 storage slot,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.512,OK,"""How should fire extinguishers be stored on board and where should they be placed?"""
2178,"How should I identify and connect front-panel power, reset, and LED cables on the motherboard?",en_manual,Motherboard manual,front panel header cables,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.49,OK,"""How can you set the rear panel connectors of a motherboard?"""
2179,How should I connect front-panel USB cables to the correct motherboard headers?,en_manual,Motherboard manual,USB front panel headers,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.504,OK,"""How can you secure the motherboard to the chassis?"""
2180,"What is the CMOS battery used for on the motherboard, and when might it need replacement?",en_manual,Motherboard manual,CMOS battery,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.489,OK,"""What is the proper procedure for cleaning the front caster wheel of a vacuum cleaner?"""
2181,How should chassis fan cables be connected to motherboard fan headers for cooling?,en_manual,Motherboard manual,chassis fan headers,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.49,OK,How should I connect the base station for the landline phone?
2182,What should I check about liquid amount before starting a pressure-cooking program?,en_manual,Pressure cooker air fryer manual,minimum liquid before pressure cooking,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.523,OK,"""What do you know about anti-block shield for a multi-use pressure cooker and air fryer?"""
2183,How should I position the air fryer basket or tray so hot air can circulate properly?,en_manual,Pressure cooker air fryer manual,air fryer basket use,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.573,OK,"""How should I clean my coffee maker after I use it so that it can last longer?"""
2184,How should I use or cancel the Keep Warm function after pressure cooking?,en_manual,Pressure cooker air fryer manual,keep warm function,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.559,OK,"""How do I use the jet wash function to clean the boat after using it?"""
2185,How can I set a delayed start program on the multi-use pressure cooker?,en_manual,Pressure cooker air fryer manual,delay start program,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.631,OK,"""How can you set quick release for a multi-use pressure cooker and air fryer?"""
2186,How should I align the lid marks before locking or unlocking the pressure cooker lid?,en_manual,Pressure cooker air fryer manual,lid alignment marks,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.529,OK,"""How can you install the sealing ring for a multi-use pressure cooker and air fryer?"""
2187,How should I prepare the robot vacuum battery if the robot will not be used for a long time?,en_manual,Robot vacuum manual,battery storage,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.556,OK,"""How do I charge the camera battery when I'm not using it?"""
2188,"Why should robot vacuum cliff sensors be kept clean, especially near stairs or dark floors?",en_manual,Robot vacuum manual,cliff sensor precautions,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.391,OK,"""How should fire extinguishers be stored on board and where should they be placed?"""
2189,What should I check if the robot vacuum drive wheels are not moving smoothly?,en_manual,Robot vacuum manual,wheel debris check,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.549,OK,What should I do when the boat shows an over-temperature warning?
2190,How can I set or change a robot vacuum cleaning schedule for automatic cleaning?,en_manual,Robot vacuum manual,cleaning schedule,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.486,OK,"""How can you set silicone cap and float valve for a multi-use pressure cooker and air fryer?"""
2191,Why should the robot vacuum not be used to pick up liquids or wet debris?,en_manual,Robot vacuum manual,liquid and wet debris limits,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.443,OK,"""How do I load the boat when the cruise is over?"""
2192,How should I warm up a snowmobile engine before riding in cold conditions?,en_manual,Snowmobile manual,engine warm-up,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.451,OK,"""How do I select the AF Mode when before taking a picture?"""
2193,How should I test or use the snowmobile emergency stop switch before riding?,en_manual,Snowmobile manual,emergency stop switch,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.526,OK,"""How do I use the battery conversion feature before sailing?"""
2194,What should I check around the snowmobile fuel cap and vent before a ride?,en_manual,Snowmobile manual,fuel cap and vent,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.576,OK,What should I do when the boat shows an over-temperature warning?
2195,"How should I clean and dry a snowmobile after riding in wet, salty, or dirty conditions?",en_manual,Snowmobile manual,post-ride cleaning,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.443,OK,"""How should I clean my coffee maker after I use it so that it can last longer?"""
2196,How should I check snowmobile track tension or condition during routine maintenance?,en_manual,Snowmobile manual,track tension check,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.495,OK,"""How should I do if I want to empty the system before not in use, for frost protection or before maintenance?"""
2197,How can I set a television sleep timer so it turns off automatically?,en_manual,TV/radio manual,sleep timer,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.518,OK,"""How can I use the bilge pump of the boat?"""
2198,"After connecting an antenna, how can I run a channel scan so the television stores available channels?",en_manual,TV/radio manual,channel scan after antenna setup,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.481,OK,How can I check the battery level on the landline phone?
2199,"Before searching for channels on a television, how should I choose between air antenna and cable input?",en_manual,TV/radio manual,air cable tuning choice,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.441,OK,"Before sailing, how should I operate the boat battery conversion switches?"
2200,"How can I change television audio options such as stereo, SAP, or audio language when available?",en_manual,TV/radio manual,audio language setting,来自英文汇总手册中未被原公开题直接覆盖的操作、设置、维护或安全知识点,0.461,OK,How can I check the battery level on the landline phone?
